20,332
20,17836
20,35476
20,53116
20,71084
20,88724
20,106364
19,124332
19,142076
19,160172
20,177916
19,196012
19,213756
19,231852
19,249596
20,267692
19,285436
19,303532
19,321276
19,339372
19,357116
19,375212
19,392956
19,411052
19,428796
19,446892
19,464636
19,482732
19,500476
19,518572
19,536316
19,554412
19,572156
19,590252
19,607996
19,626100
19,643844
19,661940
19,679684
19,697780
19,715524
19,733612
20,751356
19,769452
19,787196
19,805292
19,823036
19,841132
19,858876
19,876972
19,894716
19,912812
19,930556
19,948652
19,966396
20,984492
19,1002236
19,1020340
18,1038212
19,1056180
19,1074052
17,1092012
18,1109884
18,1127852
18,1145724
18,1163692
18,1181564
18,1199532
19,1217404
18,1235372
19,1253244
19,1271212
19,1289084
19,1307052
19,1324924
19,1342900
19,1360772

19,1378740
18,1396612
19,1414572
19,1432444
19,1450412
19,1468284
19,1486252
19,1504124

19,1522092
19,1539964
19,1557932
19,1575804
20,1593772
19,1611644
19,1629612
19,1647484
19,1665452
20,1683324
19,1701300
19,1719172
19,1737132
19,1755004
19,1772972
19,1790844
19,1808812
20,1826676
20,1844652
19,1862524
19,1880492
19,1898364
19,1916332
19,1934204
19,1952172
19,1970044
19,1988012
19,2005884
19,2023852
19,2041724
19,2059692
19,2077564
19,2095532
19,2113404
19,2131372
19,2149236
19,2167212
19,2185084
19,2203052
19,2220924
19,2238892
19,2256764
19,2274732
19,2292604
19,2310572
20,2328444
18,2346412
19,2364284
19,2382252
19,2400124
20,2418092
20,2435964
19,2453932
19,2471804
19,2489772
19,2507644
19,2525612
18,2543484
19,2561452
19,2579316
19,2597292
19,2615164
19,2633132
20,2651004
19,2668972
19,2686836
19,2704812
19,2722676
19,2740652
19,2758524
19,2776492
19,2794364
19,2812332
19,2830204
19,2848172
19,2866044
19,2884012

19,2901884
19,2919852
19,2937724
19,2955692
19,2973564
19,2991532
20,3009404
19,3027372

19,3045244
19,3063212
19,3081084
19,3099052
19,3116924
19,3134892
20,3152764
19,3170732
19,3188604
19,3206572
19,3224444
19,3242412
19,3260284
19,3278252
19,3296124
19,3314100
19,3331972
19,3349932
19,3367804
19,3385772
19,3403644
19,3421612
19,3439484
19,3457452
19,3475324
19,3493292
19,3511164
19,3529140
19,3547012
19,3564972
19,3582844
19,3600820
19,3618692
19,3636652
19,3654524
19,3672492
19,3690364
19,3708332
19,3726204
19,3744172
18,3762044
19,3780012
19,3797884
19,3815852
19,3833724
19,3851692
19,3869564
19,3887532
19,3905404
19,3923372
19,3941244
18,3959212
19,3977084
19,3995052
19,4012924
20,4030892
19,4048764
19,4066732
19,4084604
