16,428
16,17900
15,35540
16,53180
16,71084
16,88724
16,106364
16,124332
16,142076
16,160172
16,177916
15,196012
16,213756
16,231852
15,249596
15,267692
15,285436
15,303532
15,321276
15,339372
16,357116
15,375212
16,392956
16,411052
16,428796
16,446892
16,464636
15,482732
15,500476
16,518572
15,536316
15,554412
15,572156
15,590252
16,607996
15,626100
15,643844
16,661940
16,679684
15,697780
16,715524
16,733612
15,751356
15,769452
15,787196
15,805292
15,823036
15,841132
15,858876
15,876972
16,894716
15,912812
15,930556
16,948652
16,966396
16,984492
16,1002236
15,1020340
14,1038212
14,1056172
15,1074036

14,1092012
15,1109884
15,1127852
15,1145716
15,1163692
15,1181564
15,1199532
16,1217404

15,1235372
15,1253244
15,1271212
15,1289084
15,1307052
15,1324924
15,1342900
15,1360772
15,1378740
15,1396612
16,1414572
16,1432444
16,1450412
15,1468284
15,1486252
15,1504124
16,1522092
16,1539964
15,1557932
15,1575804
15,1593772
16,1611644
16,1629612
16,1647484
15,1665452
15,1683316
16,1701292
15,1719156
15,1737132
15,1755004
15,1772972
15,1790844
15,1808812
16,1826676
16,1844652
16,1862516
16,1880492
16,1898364
16,1916332
15,1934204
16,1952172
15,1970044
16,1988012
15,2005884
15,2023852
16,2041724
15,2059692
16,2077564
15,2095532
16,2113404
16,2131372
16,2149236
15,2167212
16,2185084
,2203052
16,2220924
15,2238892
15,2256764
16,2274732
15,2292604
16,2310572
15,2328444
15,2346412
15,2364284
15,2382252
15,2400124
15,2418092
15,2435964
15,2453932
15,2471804
15,2489772
15,2507644
16,2525612
16,2543484
16,2561452
15,2579324
15,2597292
15,2615164
15,2633132
16,2651004
15,2668972
15,2686844
15,2704812
15,2722684
15,2740652
15,2758524
16,2776492
16,2794364
15,2812332
15,2830204
15,2848172
16,2866044
15,2884012
15,2901876
15,2919852
16,2937724
16,2955692
16,2973564
15,2991532
15,3009404
15,3027372
16,3045244
15,3063212
15,3081084
15,3099052
15,3116924
15,3134892
15,3152764
15,3170732
15,3188604
15,3206572
15,3224444
48
16,3242416
14,3260288
15,3278256
15,3296128
15,3314104
15,3331976
15,3349936
16,3367808
15,3385776
16,3403648
15,3421616
14,3439488
15,3457456
16,3475328
15,3493296
15,3511168
15,3529136
15,3547008
15,3564976
15,3582848
15,3600824
15,3618696
15,3636656
16,3654528
14,3672496
15,3690368
15,3708336
15,3726208
16,3744176
15,3762048

15,3780016
15,3797888
15,3815856
15,3833728
15,3851704
16,3869576
17,3887536
14,3905408

15,3923376
15,3941248
15,3959216
17,3977088
15,3995056
15,4012928
16,4030896
15,4048768
15,4066736
15,4084608
15,4102576
16,4120440
17,4138416
15,4156288
15,4174256
15,4192128
15,4210096
14,4227968
14,4245936
15,4263808
15,4281776
15,4299648
16,4317616
15,4335488
16,4353456
16,4371328
15,4389296
15,4407168
16,4425136
442948
11,4460972
11,4478844
11,4496820
10,4514692
10,4532652

10,4550524
12,4568492
10,4586364
12,4604340
10,4622212
11,4640172
12,4658044
12,4676012
11,4693884
10,4711852
11,4729724
11,4747692
10,4765564
11,4783532
13,4801404
12,4819372
11,4837244
11,4855212
11,4873084
11,4891052
10,4908924
10,4926892
11,4944764
12,4962732
10,4980604
10,4998572
10,5016444
10,5034412
11,5052284
11,5070252
11,5088124
11,5106092
11,5123964
11,5141932
11,5159804
11,5177772
12,5195644
10,5213612
10,5231484
11,5249452
11,5267324
11,5285292
12,5303164
11,5321132
11,5339004
11,5356972
11,5374844
11,5392812
11,5410684
10,5428652
11,5446524
10,5464492
12,5482364
11,5500332
10,5518204
10,5536172
11,5554044
11,5572012
11,5589884
10,5607852
11,5625724
11,5643692
11,5661564
11,5679532
11,5697404
11,5715372
11,5733244
11,5751220
11,5769092
11,5787052
10,5804924
12,5822892
11,5840764
10,5858732
10,5876604
11,5894580
12,5912452
11,5930412
11,5948284
11,5966252
11,5984124
10,6002092
10,6019964
11,6037932
11,6055804
11,6073780
10,6091652
11,6109612
11,6127484
11,6145460
10,6163332
11,6181292
12,6199164

11,6217140
10,6235012
11,6252980
11,6270852
10,6288812
11,6306684
10,6324660
11,6342532

11,6360500
11,6378372
10,6396340
11,6414212
13,6432172
11,6450044
11,6468012
12,6485884
11,6503852
10,6521724
10,6539692
11,6557564
10,6575532
11,6593404
12,6611372
9,6629200
10,6647220
10,6665092
12,6683052
11,6700924
11,6718892
11,6736764
11,6754732
11,6772604
11,6790572
10,6808444
11,6826412
10,6844284
10,6862252
11,6880124
10,6898092
12,6915964
11,6933932
10,6951804
12,6969780
11,6987652
9,7005568
11,7023428
11,7041452
11,7059324
11,7077292
